id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
293,93232,"[40480, 6598, 571, 15534, 504, 8061, 40481]","[[4204, 3677, 571, 15534], [17869, 6020], [8780], [693, 1209, 2087], [13747], [6953, 296, 11332], [1657, 17004, 5339]]","[40480, 40482, 18777, 481, 571, 15534, 488, 14046, 507, 500, 481, 17869, 6020, 488, 8780, 1073, 13241, 9649, 40478, 40482, 4846, 481, 693, 1209, 2087, 240, 13747, 240, 488, 6953, 488, 11332, 485, 3301, 40478, 40482, 4835, 836, 246, 2578, 1026, 1571, 40478, 40482, 4103, 504, 33620, 17050, 4366, 8061, 2933, 556, 8780, 40478, 40482, 616, 544, 481, 7927, 16477, 40478, 40482, 512, 759, 1359, 4846, 16999, 6821, 240, 10994, 19104, 240, 2417, 522, 1845, 28062, 240, 19414, 240, 15022, 240, 522, 1033, 512, 649, 485, 616, 9019, 485, 925, 507, 485, 704, 3301, 267, 10529, 488, 3545, 267, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"[7557, 840, 7337, 3675, 6273, 7872]"
295,46158,"[40480, 915, 12278, 2645, 12278, 23785, 40481]","[[39465], [4564], [3137, 30878], [29917], [831, 621, 573, 10538, 31066], [9050, 21758], [831, 621, 573, 10538, 7524], [8441, 15953], [36374, 3388, 650, 256, 6444]]","[40480, 40482, 6018, 37634, 617, 33662, 498, 39465, 488, 4564, 40478, 40482, 8654, 30878, 40478, 40482, 1892, 29917, 488, 31066, 666, 3240, 1622, 40478, 40482, 15207, 29917, 488, 21758, 500, 831, 621, 573, 10538, 7524, 40478, 40482, 2523, 8441, 15953, 1073, 6062, 488, 6748, 500, 6444, 40478, 40482, 23667, 556, 17666, 488, 21758, 31849, 9019, 40478, 40482, 9233, 1073, 3677, 40478, 40482, 562, 531, 4019, 3301, 4690, 4846, 277, 3, 21, 3696, 498, 11182, 522, 803, 989, 649, 485, 4846, 277, 278, 280, 3026, 498, 33192, 1101, 1143, 7406, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3367, 5038, 2864, 4595, 4570, 4805, 4572, 2509, 1689]"
297,24776,"[40480, 10490, 10994, 2022, 6515, 30952, 40481]","[[2022, 2723, 634, 30952], [5940], [17918], [6812], [6953], [2832, 31950, 17169]]","[40480, 40482, 2052, 3137, 30952, 522, 31355, 4787, 30952, 40478, 40482, 21662, 500, 1705, 1353, 40478, 40482, 9933, 40478, 40482, 23667, 6812, 240, 5940, 240, 488, 6953, 40478, 40482, 23667, 17918, 488, 17169, 40478, 40482, 11606, 30952, 500, 8441, 9019, 488, 3612, 500, 17918, 278, 32327, 9019, 40478, 40482, 562, 11062, 1027, 691, 240, 851, 30952, 1683, 1793, 1571, 488, 7035, 13473, 278, 3332, 12261, 40478, 40482, 8947, 21298, 240, 1389, 557, 25845, 8111, 11332, 488, 15022, 240, 1598, 1359, 580, 2318, 40478, 40482, 1082, 30952, 500, 246, 2262, 19527, 6847, 984, 17815, 277, 278, 292, 485, 277, 278, 282, 3652, 498, 4739, 240, 1845, 568, 595, 7273, 40478, 40482, 14046, 491, 26446, 2525, 40478, 40482, 669, 30952, 640, 2507, 504, 566, 737, 240, 1300, 2685, 488, 2507, 481, 728, 737, 40478, 40482, 6913, 720, 544, 15152, 292, 485, 5895, 1571, 40478, 40482, 9933, 504, 6349, 3168, 2405, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6625, 4717, 2683, 2499, 6270, 2404]"
298,93610,"[40480, 1674, 6128, 8583, 40481]","[[38018, 5089], [5867, 24176], [17869, 6020], [652, 25, 3035, 11959, 10734], [734, 5612], [7033, 6953], [38139, 10107], [978, 11332], [2008, 565, 2113], [589, 260, 4001, 17918], [6812]]","[40480, 40482, 500, 4835, 39587, 240, 23667, 5867, 24176, 240, 17869, 6020, 240, 652, 25, 3035, 11959, 10734, 240, 734, 5612, 240, 7033, 6953, 240, 38139, 10107, 240, 978, 11332, 240, 488, 2008, 565, 2113, 40478, 40482, 2030, 485, 246, 14057, 240, 478, 11807, 17918, 1073, 16343, 40478, 40482, 1098, 17918, 488, 16126, 640, 9126, 1233, 2913, 485, 2548, 40478, 40482, 1000, 525, 544, 15551, 2523, 6812, 485, 246, 12924, 30173, 40478, 40482, 481, 1774, 562, 2773, 481, 17918, 9019, 2548, 544, 620, 525, 507, 1056, 538, 5539, 481, 6812, 40478, 40482, 23667, 7904, 6812, 488, 17918, 9019, 8400, 40478, 40482, 478, 11807, 18896, 5089, 40478, 40482, 861, 1180, 544, 9126, 240, 2869, 277, 1719, 13020, 9082, 1490, 6255, 1557, 563, 35050, 11274, 5070, 240, 488, 19007, 491, 44, 10353, 9378, 562, 6642, 485, 7648, 1571, 522, 1073, 3746, 2507, 40478, 40481]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1866, 1257, 7557, 7946, 5185, 6361, 1133, 5974, 7099, 63, 2499]"
301,86678,"[40480, 34236, 760, 30784, 40481]","[[22213, 11125], [21190], [1294, 2417, 978, 31066], [3342, 978, 21028, 7524], [6444], [13249, 36, 965], [13249, 7524], [9230, 789, 607], [2832, 978, 3204], [2262, 4914], [15000, 6444]]","[40480, 40482, 562, 10601, 271, 40478, 40482, 23667, 25388, 7524, 240, 673, 8834, 21190, 488, 8765, 7524, 500, 277, 660, 2212, 7864, 40478, 40482, 4846, 1046, 21028, 7524, 485, 5063, 277, 660, 2212, 40478, 40482, 8240, 9019, 666, 2262, 4835, 39587, 40478, 40482, 4846, 280, 725, 7420, 21028, 7524, 40478, 40482, 9467, 500, 6444, 240, 13249, 36, 965, 240, 13249, 7524, 40478, 40482, 2030, 485, 246, 14057, 240, 14917, 240, 715, 11868, 2525, 9822, 2528, 40478, 40482, 23667, 9230, 789, 607, 556, 3204, 500, 6143, 5024, 485, 925, 246, 2808, 240, 3866, 16064, 40478, 40482, 557, 1443, 557, 9019, 29420, 240, 4846, 8289, 789, 607, 16064, 240, 17315, 618, 15066, 40478, 40482, 2198, 18115, 2525, 485, 954, 40478, 40482, 5539, 488, 9467, 562, 281, 1571, 1073, 9019, 29420, 833, 240, 6524, 1834, 240, 488, 789, 607, 3301, 544, 1374, 40478, 40482, 9467, 500, 22213, 11125, 488, 31066, 2327, 40478, 40482, 2525, 488, 9467, 277, 2176, 725, 40478, 40482, 6018, 617, 2525, 488, 9467, 277, 2176, 725, 40478, 40482, 2548, 9019, 485, 844, 7858, 40478, 40482, 5463, 562, 10361, 1808, 40478, 40482, 562, 31757, 271, 40478, 40482, 6088, 781, 6255, 240, 2523, 2262, 4914, 556, 15000, 6444, 1073, 2314, 20559, 240, 568, 843, 2808, 1046, 485, 8240, 40478, 40482, 9082, 34236, 3288, 30784, 666, 27262, 31535, 488, 1495, 1183, 556, 246, 8531, 36305, 498, 6198, 4914, 488, 4103, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",1,"[5840, 6846, 6906, 4284, 4253, 1833, 2445, 3668, 7491]"
302,104752,"[40480, 3519, 12187, 3947, 488, 6821, 10837, 40481]","[[10837], [30645, 4785, 6821], [5940], [3947], [9514, 4914], [21453, 6953], [11332], [8780], [712, 941, 3012]]","[40480, 40482, 19007, 10837, 491, 26641, 9378, 37473, 1511, 982, 507, 562, 277, 2088, 1073, 2022, 40478, 40482, 8654, 10837, 500, 1444, 2975, 477, 2903, 40478, 40482, 14352, 551, 8969, 240, 1970, 246, 3677, 6515, 40478, 40482, 1082, 13995, 22354, 240, 30645, 4785, 6821, 240, 5940, 240, 3947, 240, 9514, 4914, 240, 21453, 6953, 240, 11332, 240, 488, 8780, 500, 246, 13733, 5024, 40478, 40482, 2523, 491, 1583, 3305, 1073, 3866, 40478, 40482, 3926, 13995, 12304, 556, 9019, 40478, 40482, 19007, 491, 43, 8393, 9378, 37473, 1511, 982, 507, 562, 7379, 485, 6828, 1571, 40478, 40482, 1325, 15405, 556, 712, 941, 3012, 522, 734, 5612, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5648, 1168, 4717, 3597, 6654, 5028, 5319, 840, 5168]"
304,10957,"[40480, 3519, 12187, 2417, 10837, 40481]","[[756, 498, 15022], [17869, 6020, 6913, 7933], [2417, 10837], [9514, 4914], [6953], [11332]]","[40480, 40482, 6018, 7361, 4467, 617, 15022, 568, 587, 538, 6143, 481, 796, 964, 40478, 40482, 5507, 15022, 500, 18710, 14653, 11364, 556, 6913, 7933, 40478, 40482, 1082, 15022, 488, 2417, 10837, 504, 246, 15473, 5070, 40478, 40482, 19007, 491, 26641, 9378, 37473, 1511, 982, 507, 562, 277, 260, 277, 278, 282, 1808, 40478, 40482, 6143, 15022, 796, 964, 40478, 40482, 5654, 485, 18347, 280, 1901, 23028, 22354, 40478, 40482, 8654, 1563, 841, 617, 1495, 498, 1183, 13995, 488, 14352, 551, 481, 22354, 1970, 481, 12304, 10287, 40478, 40482, 24440, 13995, 22354, 556, 15022, 240, 9514, 4914, 240, 6953, 488, 11332, 40478, 40482, 9082, 666, 13995, 12304, 40478, 40482, 19007, 26641, 9378, 37473, 1511, 982, 507, 562, 7648, 1571, 522, 1073, 6720, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3661, 1786, 6987, 6654, 6270, 5319]"
314,104684,"[40480, 28020, 32887, 5867, 9540, 40481]","[[878, 940, 10848], [15022, 796, 527], [1092, 37754, 10734], [6878, 3204, 26285], [22422], [14721], [2507, 6444], [8304, 25905], [16201, 3959, 9191], [978, 21453], [4564], [18998, 5867, 6285], [3137, 25, 555, 480, 15094], [6953, 296, 10767, 1430, 1301, 11332]]","[40480, 40482, 6089, 271, 40478, 40482, 23667, 481, 10848, 240, 15022, 240, 37754, 10734, 240, 6878, 3204, 26285, 240, 4564, 7524, 240, 14721, 7524, 240, 488, 2507, 6444, 1281, 40478, 40482, 4846, 6953, 488, 10767, 1430, 11332, 488, 3301, 562, 29471, 484, 40478, 40482, 8658, 746, 277, 2088, 485, 3383, 29433, 485, 478, 13982, 40478, 40482, 9540, 271, 40478, 40482, 23667, 481, 8304, 25905, 240, 16201, 3959, 9191, 240, 8684, 978, 21453, 488, 4564, 37634, 40478, 40482, 8263, 556, 1444, 498, 481, 6089, 40478, 40482, 4846, 481, 8684, 5867, 485, 246, 19527, 6847, 488, 2507, 4309, 556, 246, 1220, 4289, 498, 10444, 6020, 40478, 40482, 4846, 481, 13375, 498, 481, 32887, 6089, 40478, 40482, 2030, 485, 246, 14057, 40478, 40482, 18115, 562, 6828, 2460, 485, 3383, 9019, 485, 39161, 1144, 2314, 40478, 40482, 1082, 8304, 25905, 9019, 504, 867, 2340, 6786, 40478, 40482, 9154, 8684, 5867, 504, 1495, 488, 8240, 715, 481, 5040, 10734, 40478, 40482, 1495, 556, 10767, 17163, 25, 555, 480, 15094, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,"[4741, 3203, 6696, 6084, 5038, 4379, 800, 1342, 405, 5966, 5038, 3472, 2777, 6272]"
318,105273,"[40480, 4413, 36672, 7056, 7735, 40481]","[[8441, 15953], [15000], [8439, 23935, 17169], [6444], [8467, 1179], [15473, 8361]]","[40480, 40482, 7087, 8441, 15953, 488, 15000, 40478, 40482, 4846, 8439, 23935, 17169, 240, 6444, 240, 8467, 1179, 240, 488, 15473, 8361, 40478, 40482, 19457, 595, 31501, 40478, 40482, 668, 9467, 507, 589, 609, 488, 8240, 666, 246, 862, 28742, 7056, 6847, 40478, 40482, 19007, 491, 43, 8393, 9378, 37473, 1511, 982, 507, 562, 10353, 485, 6828, 1571, 40478, 40482, 587, 595, 1496, 5539, 40478, 40482, 3383, 485, 2548, 40478, 40482, 1495, 556, 6198, 4914, 488, 8658, 746, 1073, 1011, 485, 4103, 40478, 40482, 7056, 22490, 862, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,"[2509, 7449, 3324, 6906, 5298, 332]"
321,45407,"[40480, 10564, 5867, 7735, 40481]","[[1353], [5867, 5355], [10848], [5703, 2825], [6953], [13326, 3204], [25, 555, 480, 15094]]","[40480, 40482, 2030, 1353, 485, 14057, 240, 674, 4846, 5867, 5355, 240, 10848, 240, 5703, 2825, 488, 6953, 40478, 40482, 14057, 7648, 1571, 40478, 40482, 6018, 485, 5024, 40478, 40482, 585, 3870, 5867, 1000, 2107, 40478, 40482, 6018, 10848, 488, 5703, 2825, 488, 29649, 40478, 40482, 1082, 5867, 488, 987, 6382, 500, 10807, 40478, 40482, 4846, 13326, 40478, 40482, 2454, 488, 8658, 746, 277, 260, 284, 1460, 40478, 40482, 669, 1011, 485, 4103, 240, 1892, 5867, 666, 277, 260, 3652, 3585, 40478, 40482, 9154, 504, 16153, 40478, 40482, 8240, 20884, 1530, 5379, 715, 5867, 488, 22830, 556, 25, 555, 480, 15094, 40478, 40482, 4103, 1705, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[7655, 1252, 3248, 6335, 6270, 6443, 1505]"
324,11113,"[40480, 6003, 34512, 23841, 40481]","[[34512, 23841], [8780], [19414], [32043, 1174, 13237], [22193], [38139], [837, 7327], [2507, 6444], [37754, 10734], [3137, 20323], [680, 496, 1089, 6821]]","[40480, 40482, 2525, 10906, 485, 44, 12354, 250, 40478, 40482, 1892, 23841, 500, 1444, 488, 6018, 481, 14516, 40478, 40482, 7582, 481, 1892, 2992, 556, 6953, 488, 1082, 2992, 737, 714, 500, 246, 15473, 5465, 488, 19007, 562, 670, 14635, 1571, 40478, 40482, 1000, 481, 23841, 544, 15473, 240, 4835, 241, 21453, 500, 8780, 1073, 1949, 488, 4846, 17163, 32043, 1174, 23996, 240, 19104, 488, 38139, 40478, 40482, 4835, 241, 670, 282, 1571, 40478, 40482, 9467, 500, 837, 7327, 488, 3137, 20323, 240, 674, 35009, 556, 2507, 6444, 488, 37754, 10734, 240, 9806, 29471, 484, 485, 3301, 40478, 40482, 8263, 485, 7087, 862, 40478, 40482, 2457, 15473, 23841, 556, 246, 7158, 485, 788, 645, 507, 27296, 822, 481, 2992, 40478, 40482, 2404, 556, 17869, 9019, 240, 1495, 556, 8020, 14672, 498, 16999, 6821, 488, 2294, 485, 10906, 562, 670, 284, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[26, 840, 5010, 761, 4863, 1124, 7642, 800, 6696, 2757, 4839]"
325,100696,"[40480, 34512, 6796, 8619, 23841, 488, 734, 3524, 802, 5909, 500, 40481]","[[2832, 31950, 17169], [3137, 734, 5612], [6953], [6167, 7, 4344, 6741], [6167, 20930, 510], [11332], [34512, 23841], [6796, 8619, 23841], [734, 3524, 802], [10444, 6020], [10444, 6020, 260, 26327, 17869, 6913, 7933], [11197, 260, 4739, 2801, 30645, 4785, 6821], [7, 4344, 6741, 582, 16546]]","[40480, 40482, 23667, 31950, 17169, 240, 734, 5612, 240, 6953, 240, 7, 4344, 6741, 240, 20930, 510, 488, 11332, 500, 246, 1719, 5024, 40478, 40482, 9467, 862, 40478, 40482, 4846, 34512, 23841, 240, 6796, 8619, 23841, 240, 734, 3524, 802, 240, 488, 10444, 6020, 240, 7413, 485, 3135, 40478, 40482, 9082, 23841, 9019, 666, 246, 280, 660, 2212, 26855, 11364, 556, 6913, 7933, 40478, 40482, 2454, 488, 19007, 491, 43, 10353, 9378, 37473, 1511, 982, 507, 562, 277, 260, 277, 278, 280, 1808, 40478, 40482, 35009, 556, 6821, 40478, 40482, 19007, 240, 14917, 240, 531, 8947, 7648, 1571, 40478, 40482, 1325, 15405, 556, 7, 4344, 6741, 240, 645, 10114, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,"[2404, 2856, 6270, 2320, 2378, 5319, 26, 875, 5190, 5006, 1786, 1168, 5109]"
327,96351,"[40480, 5867, 18570, 11282, 40481]","[[10444, 6020], [13249, 11332], [15022], [8300, 29471, 484], [918, 15509, 5867, 5355, 1444], [9514, 4914], [5940], [734, 744, 3707, 6821], [11332], [17918, 1525, 31894], [506, 14013, 23687]]","[40480, 40482, 500, 246, 1719, 748, 260, 3958, 4438, 2165, 23667, 10444, 6020, 240, 13249, 11332, 240, 15022, 240, 488, 8300, 29471, 484, 40478, 40482, 4846, 5867, 485, 2165, 488, 8422, 3689, 40478, 40482, 1300, 2165, 2327, 485, 32584, 831, 478, 4481, 40478, 40482, 8658, 746, 7648, 1571, 40478, 40482, 729, 2525, 13444, 485, 11868, 2525, 40478, 40482, 6018, 481, 5867, 617, 481, 831, 478, 4481, 488, 9154, 504, 481, 13444, 8967, 40478, 40482, 13444, 5895, 485, 7765, 1571, 240, 1927, 6641, 40478, 40482, 6018, 5867, 488, 1892, 666, 14122, 40478, 40482, 500, 246, 1220, 5024, 23667, 9514, 4914, 240, 5940, 240, 734, 744, 3707, 6821, 240, 8300, 29471, 484, 240, 11332, 488, 15022, 562, 481, 6089, 40478, 40482, 1082, 506, 14013, 23687, 488, 8684, 5867, 500, 246, 8545, 1525, 31894, 40478, 40482, 1495, 556, 6089, 40478, 40482, 6748, 1525, 31894, 40478, 40482, 249, 1359, 5539, 504, 481, 767, 1426, 1495, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5006, 4262, 3184, 3940, 1254, 6654, 4717, 5180, 5319, 7258, 4308]"
328,36324,"[40480, 17649, 34512, 23841, 8294, 40481]","[[954, 39292, 5867, 24176], [19414], [978, 11332], [34512, 23841], [6953], [1353], [928, 260, 13569, 6878], [27919, 14368, 8780], [3137, 734, 5612]]","[40480, 40482, 1082, 277, 278, 282, 3026, 5867, 24176, 500, 246, 1719, 4835, 39587, 40478, 40482, 2030, 485, 246, 14057, 40478, 40482, 4846, 21453, 488, 6945, 978, 11332, 40478, 40482, 5539, 284, 1571, 522, 1073, 4941, 40478, 40482, 4846, 5040, 280, 260, 281, 278, 282, 7420, 24176, 240, 23841, 240, 6953, 240, 488, 1353, 40478, 40482, 2030, 485, 246, 14057, 40478, 40482, 2454, 240, 18115, 2525, 240, 488, 32093, 562, 7379, 1571, 40478, 40482, 4846, 6878, 40478, 40482, 2454, 488, 32093, 7379, 1571, 522, 1073, 23841, 488, 6878, 640, 4941, 40478, 40482, 1082, 14368, 8780, 488, 1444, 498, 8294, 500, 246, 37588, 40478, 40482, 2454, 488, 4086, 1073, 3866, 40478, 40482, 8240, 673, 944, 666, 246, 5024, 40478, 40482, 7035, 556, 5040, 8294, 240, 488, 4846, 485, 5024, 240, 9822, 862, 40478, 40481]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1257, 5010, 5974, 26, 6270, 7655, 4473, 1494, 2856]"
329,105266,"[40480, 1144, 252, 1454, 22942, 40481]","[[1424, 8876, 16201], [4739, 260, 1964, 5867, 24176], [19414], [15022, 796, 964], [31801, 918, 15509, 5867, 6285], [827, 6591], [7, 4344, 6741], [25845, 8111, 11332], [6953, 488, 11332], [13249, 7524], [2056, 955, 2763], [946, 705, 1159, 1914, 6821]]","[40480, 40482, 15207, 11007, 10308, 40478, 40482, 23667, 11007, 240, 5867, 24176, 240, 19414, 488, 15022, 500, 1719, 5082, 40478, 40482, 5539, 562, 277, 485, 280, 1808, 1073, 11007, 640, 1256, 40478, 40482, 669, 11007, 640, 1256, 240, 4846, 5867, 240, 827, 6591, 240, 7, 4344, 6741, 240, 25845, 8111, 11332, 240, 6953, 488, 11332, 240, 13249, 7524, 240, 488, 955, 2763, 40478, 40482, 32093, 562, 15152, 277, 2088, 40478, 40482, 4846, 16999, 6821, 1009, 40478, 40482, 32093, 1073, 6821, 544, 6737, 40478, 40482, 9467, 522, 6821, 812, 4231, 485, 481, 2695, 488, 25343, 40478, 40482, 6913, 1323, 640, 35617, 40478, 40482, 7820, 5539, 1073, 481, 11007, 640, 1256, 488, 21298, 604, 244, 6761, 500, 244, 674, 5539, 1073, 6821, 25405, 40478, 40482, 2207, 595, 589, 498, 481, 5867, 24176, 544, 3638, 40478, 40482, 512, 587, 538, 823, 507, 834, 1994, 3969, 240, 620, 249, 2697, 4846, 670, 282, 8870, 498, 5867, 24176, 488, 4846, 481, 1009, 759, 557, 1388, 40478, 40482, 616, 812, 925, 246, 1719, 5082, 40478, 40482, 4103, 556, 246, 9540, 488, 15022, 5339, 488, 3545, 267, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[3384, 1257, 5010, 3203, 1252, 2007, 5106, 1119, 6276, 4253, 3418, 4814]"
332,76974,"[40480, 1092, 2032, 9238, 40481]","[[3137, 23982], [15341], [3137, 12698, 11125], [589, 260, 4001, 17918], [1942, 25916], [2507, 6444], [8780]]","[40480, 40482, 729, 2525, 10906, 485, 43, 28852, 250, 40478, 40482, 15258, 488, 5820, 14389, 240, 645, 2506, 40478, 40482, 1892, 23982, 522, 14389, 666, 277, 278, 280, 260, 3652, 35844, 488, 1082, 500, 246, 5024, 40478, 40482, 35009, 556, 15341, 488, 8263, 1073, 13241, 11364, 40478, 40482, 645, 2506, 23982, 240, 7087, 500, 11125, 40478, 40482, 3336, 714, 4306, 500, 246, 291, 260, 3652, 7056, 3505, 40478, 40482, 500, 246, 11868, 260, 5075, 5024, 240, 9467, 17918, 556, 1942, 25916, 488, 2507, 6444, 40478, 40482, 1547, 4846, 8780, 240, 1996, 500, 556, 246, 7158, 40478, 40482, 2685, 11463, 504, 1495, 498, 6647, 488, 2327, 3336, 666, 3334, 40478, 40482, 19007, 500, 8077, 498, 729, 6720, 10906, 562, 15936, 260, 19242, 1571, 522, 1073, 6647, 544, 4941, 669, 9391, 556, 246, 39483, 40478, 40482, 616, 9238, 544, 3704, 3254, 2107, 556, 755, 4914, 522, 511, 532, 543, 241, 6821, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,"[2861, 1511, 2763, 63, 6156, 800, 840]"
